date,date (GMT),dailyVolumeToken,dailyVolumeETH,dailyVolumeUSD,dailyTxns,totalLiquidityToken,totalLiquidityETH,totalLiquidityUSD,priceUSD,maxStored
1602806400,2020-10-16 00:00:00,75276.87767831414775008,57.24913703361410997355399132883951,20965.39841889647085325497473946875,158,45123.367426406548448492,45.32935981032832407100000000000001,16554.64219357518637715946512097534,0.3668751500112396299980017784109345,10
1602892800,2020-10-17 00:00:00,269054.86440228752251978,373.9107562383657169829314543565325,136924.4638319559624476669897421723,319,121948.639546503090037874,162.309218077191573197,59523.50928598785947135284908057826,0.4881031023170172960932374184596218,10
1602979200,2020-10-18 00:00:00,269464.472693727599682759,382.6755006184736373825568093149981,142341.513937254894447098902652401,357,205667.963308344030502341,283.8768088013475749980000000000001,106765.9730193889166374298858419515,0.5191181519083841627345343560795599,10
1603065600,2020-10-19 00:00:00,265848.173446061153423642,289.2604563599764840685153622694941,109076.4514422234856086020062840977,218,220037.131729114770190487,160.31754501202470561,60539.36565679662086695131012270642,0.2751324977791746111103118257286782,10
1603152000,2020-10-20 00:00:00,534937.042018198452681216,245.0670458939366351433388794047326,91865.2933282346420626336513071563,183,371817.405112637807425143,172.845401699935172475,63594.45123501797047102992749594991,0.1710367786998910465991090429488734,10
1603238400,2020-10-21 00:00:00,225155.804843708831437274,117.0616465258386946708075022466282,45261.64878944868667144322975481303,89,437638.226725978031829192,208.882044852308456745,81777.91719933054544906458288502124,0.1868619151739110194804492083525548,10
1603324800,2020-10-22 00:00:00,276250.959813523065875252,120.7750231839514749273528102696929,48909.58908066413400844394769815504,91,383704.100372996041668133,143.537965970413014051,59396.74800175477354913678768118644,0.1547983144929012095163587036739705,10
1603411200,2020-10-23 00:00:00,259785.538208311837981024,89.73079291606758877028535800592608,36924.44106240982152044966357378652,87,519821.983353681382283221,166.596744364813353369,67953.76884812901417092033235230578,0.130725077092197519099286121035727,10
1603497600,2020-10-24 00:00:00,704382.100495016022446294,159.8670541038881156372194505228804,65888.4379935015851276664957767679,137,484544.491126041562618092,97.69119293129818430099999999999998,40040.1884518161548972229143793164,0.08263469956859079889347283327632712,10
1603584000,2020-10-25 00:00:00,219145.917978877128290559,45.55926909916606728484003873867592,18566.24830594510628747718777992925,70,629466.482870192540712885,128.785334184865807467,52156.01514235228339054942095825953,0.08285749370567805773287155753124452,10
1603670400,2020-10-26 00:00:00,173143.128140102418708955,31.34931410602190301957643362909743,12335.53520521777972873181000633071,40,971180.090173335014648225,174.399256163482893113,68254.74536357738804710466747322672,0.07028021481720796601409273638772577,10
1603756800,2020-10-27 00:00:00,697136.824164624538073841,140.6401178029223696153639323500716,56229.73305308075115650821519892469,105,1160880.292110771382380776,201.644081936029716536,81335.79933416651665526661309837653,0.0700638988248113369879272911905371,10
1603843200,2020-10-28 00:00:00,830585.684963393675634465,140.3835799311209136775112135287328,54506.35583112593201475006269970654,85,2046865.84953858973917744,352.321654183084815896,135773.7884426637044498292483131554,0.06633252905815503931709672386533943,10
1603929600,2020-10-29 00:00:00,118177.575485306759541148,19.57647183619822380509858227373736,7598.940025500636863501995557792311,33,2192080.634921812996849849,351.631162211161096878,135294.154247466200945312685263237,0.06171951528247128777775506448343246,10
1604016000,2020-10-30 00:00:00,620920.777944371349845727,92.410122711805543009362544608797,35298.01253227812768165645763617976,55,2401109.137835334309638075,365.1056030960525897060000000000001,140012.3539524976527819891836103096,0.05831153267723708174332406227899228,10
1604102400,2020-10-31 00:00:00,264352.658879004452891701,41.71242694343155488906560749823829,16182.18872904270510432614852277237,65,2638852.403285381539146818,425.1374015496042473120000000000001,164092.0756244854341737202859351537,0.06218311998813960178982914616581774,10
1604188800,2020-11-01 00:00:00,131069.964683388837321444,21.15066327055744920564071008608168,8291.12257562472311873781418565801,41,2757558.224219059048389927,450.2091769434479691640000000000001,177545.113220507493992203076640089,0.0643849009827483515184854885759903,10
1604275200,2020-11-02 00:00:00,306961.051478987108854148,50.32767109145106065121600156132561,19432.12833144229431153231919974514,55,3181672.718122298139866523,501.086768004733597328,191695.1813990972359150958919443714,0.06024981146150959831250768846774028,10
1604361600,2020-11-03 00:00:00,678992.455918539954376471,94.61433145139380781895205496247582,36031.31733812310618727875157612053,74,3545072.68829957100341725,452.116635586809667322,175277.1552910944332689577933716793,0.04944247148149953603315684967205846,10
1604448000,2020-11-04 00:00:00,672918.749506617644975548,85.95739245056697533890581484254101,33129.19150173911511747605072564519,57,3556617.940232452808788814,444.6908097062924133860000000000002,178674.6153691595683506458872339008,0.05023722490627761505230058319399635,10
1604534400,2020-11-05 00:00:00,362558.258580638350948279,45.84968728044999638554955911757778,18683.40080476746983639151515823823,55,3711512.061633587556010984,453.152810308550245121,187926.2422754842767255535906175566,0.05063333734466439721605096758106205,10
1604620800,2020-11-06 00:00:00,316167.001121542391241768,39.87403644678123372509526654005458,17431.57468462642554212548662924585,27,3659355.724790835170649969,462.049308014833238474,210311.2168775130979343281558735219,0.0574721980300328032273088604889876,10
1604707200,2020-11-07 00:00:00,157864.970816646747072924,19.70368343583853028814171582893114,8930.361707494018781940111405486409,34,3734025.487446552212700654,463.3408891773820672279999999999998,202408.8490423229300600748359577914,0.05420660617416852948492125447914939,10
1604793600,2020-11-08 00:00:00,104154.874258624199013024,12.71610539036424428913784683818747,5708.79816180362851492766291861185,31,3811731.444352511391762468,463.7664265109386809780000000000001,210949.1894392116158968826729486225,0.05534209125665331061685213067231055,10
1604880000,2020-11-09 00:00:00,1321336.149584051768643544,181.6517231308255208290056905521708,81028.42930469606885885099653815482,104,4017747.747392580769688604,542.969997203463609586,240606.5752719039906557755085905442,0.059885933712003628361588228435821,10
1604966400,2020-11-10 00:00:00,516814.860420285748081666,69.94167303970374100959619910364546,31148.44093239245149634921906466078,55,3970190.4551940230219027,536.2694227708590109720000000000001,242141.7177378287355104519291452841,0.06098995009698981332293266384511268,10
1605052800,2020-11-11 00:00:00,330692.127776816031493638,43.33285917202074481586963050259415,20089.71016901991759669385271768654,62,4170850.381580930036576617,533.3047073564112958490000000000002,247350.4881275642194752617490140902,0.05930456993132605336098628183020001,10
1605139200,2020-11-12 00:00:00,918351.082236324683976999,109.6828416718971781947765904154734,50458.29480725046664565208647894857,74,4051773.991744531247873542,485.0024316852053370620000000000002,223927.2644528788666298969548871443,0.05526647461312736614597953956661154,10
1605225600,2020-11-13 00:00:00,544265.256144110620540598,61.14906767475629833136273666714019,28459.75889574392441107497286670182,47,4258426.349268521193875353,469.280106186450114427,222977.1898040270912540632456290143,0.05236140572029109997343268401221136,10
1605312000,2020-11-14 00:00:00,391535.459812094843961016,44.3345738377532365904157752984627,20364.42775471517375043626100031163,41,4373657.993811480157338754,487.7288812833309084360000000000002,224601.2012561992463704501624607733,0.05135316972063187294711456246389264,10
1605398400,2020-11-15 00:00:00,83737.814795196895438927,9.332559018589236618458866131564321,4250.195731312972510462345398717219,31,4470598.551504589041397243,500.5635078333122032429999999999999,223797.5436923716777897869427134593,0.05005986136175259104198222588593005,10
1605484800,2020-11-16 00:00:00,345214.065902664691131319,39.00138217486181875821503454992879,17832.5826549095263150221168945522,51,4512678.617827094359531968,515.1925563517200838110000000000002,238016.2571826623199265043836103522,0.0527438972149250530242902950632517,10
1605571200,2020-11-17 00:00:00,243152.419573178620713185,27.98281459943713218023651582236914,13111.32980364111736875906940501203,38,4608975.489222463190499636,518.3886807893520048909999999999998,247386.7981461844562178965269921848,0.05367500841014859703821698393480555,10
1605657600,2020-11-18 00:00:00,597501.621313157035801268,69.27838584157150122847085276657886,33066.94223188698618704646333462536,37,4781488.685710401379962605,567.5382421428243456449999999999998,271827.3820756044748710265492806738,0.05684994777629975579874057053523704,10
1605744000,2020-11-19 00:00:00,705296.832897636973486497,85.18682163342276917294224997139994,40351.2800384365581341573236260764,51,4991059.124368346375879099,612.7099053419724027959999999999998,287717.071709386567308627970637533,0.05764649637281128895871106224059875,10
1605830400,2020-11-20 00:00:00,795066.78557513943596454,96.57821857822228897764891540494864,48086.34652573246327230165834959663,57,5269307.871139201714468605,615.5834562802033818820000000000002,312341.9510485030887286352901268137,0.05927570730100006499430385519519971,10
1605916800,2020-11-21 00:00:00,207183.961344753473306936,23.45015687867862154781222470135241,12278.09213377775918171932955172606,30,5530223.226215326088915649,617.5372304744845033799999999999997,332782.9276332780558190714163365047,0.0601753155380351622129983839740302,10
1606003200,2020-11-22 00:00:00,563396.751917085221196049,59.37246588152712817909939683664085,33196.87417117836863462604618758489,34,5642172.361356371353433834,580.0654584749999782359999999999999,327078.162404853275671069017553335,0.05797025355783779785024540316358682,10
1606089600,2020-11-23 00:00:00,351159.571629614804087126,34.99559038724947360302667847838173,20649.96167287722736811947929439714,34,6383339.623741125739360777,617.777156032050619064,373740.4288541297535886337010212662,0.05854935674487726035284283756174249,10
1606176000,2020-11-24 00:00:00,252818.270948710853666365,23.90964173048977677858022035953575,14496.99168707820300518616129006525,23,6427671.500784368455451925,592.174503253236760017,357054.283903615271956058415983083,0.05554955380965625798290014365583637,10
1606262400,2020-11-25 00:00:00,158749.510276724227619181,14.6009805738017781327532037436221,8569.741321378739062768621887150902,25,6449360.291742150557313217,592.285699338022287706,334971.6847622156600556853708451523,0.05193874579950479788049313318025148,10
1606348800,2020-11-26 00:00:00,1339213.993501428303720705,127.2793059775747297129803909393415,64411.65445748542974646878896055902,39,6555012.369853696130432977,646.674763760073208046,335021.3563564498118368361142988988,0.05110918751232307495101119849953978,10
1606435200,2020-11-27 00:00:00,204686.098006508384011005,19.9473187240646743844585245314103,10175.01375917594493943108935049817,19,6702885.763138353661010509,654.468161376933685334,337931.9748623986176079819546413466,0.05041589351273319532588598979034351,10
1606521600,2020-11-28 00:00:00,118262.29920849659140481,11.34431622963636630843905891487098,6004.135882074299497619297179900149,16,6818589.004797913006673241,644.827986566150214089,350345.9618932421206626179163554387,0.05138100590117992507737190249869793,10
1606608000,2020-11-29 00:00:00,81671.78156326992221921,7.679433811012823544135173267136458,4283.120696561427761326641571057048,17,6917043.159291991673716876,644.729637692168943178,369496.834536340705660234804250318,0.05341832138779965657737269991989437,10
1606694400,2020-11-30 00:00:00,108593.816364817351921488,10.02349553796330718493918342017098,5953.250620182376465172574543641591,11,6985162.189936988021916015,637.611941341730387026,389944.4264210380040117456108927508,0.05582467748319464968155051573206612,10
1606780800,2020-12-01 00:00:00,408510.429105580832919306,38.84631902071630134815053851167948,23749.5381314747241632506556197269,31,6469422.439351423854644575,614.699906946799330868,359997.6554767996530628417364583632,0.05564602696015787442271353490021205,10
1606867200,2020-12-02 00:00:00,168676.105032765752834949,16.2653814979877347770942004621008,9509.089444367983452963799569040524,23,7164063.855627358662372787,687.013632348883561276,410908.250709059709840310593781351,0.05735686601764333144649039577268524,10
1606953600,2020-12-03 00:00:00,210827.000196196968899585,20.14651526493004057669115338173418,12198.3638388628704565288977759614,19,7341324.541332974889207815,701.86876444686171393,433531.1938638129923052524272333472,0.05905353882980578705300810161062434,10
1607040000,2020-12-04 00:00:00,248504.746487327380036649,24.2463439247615025795478307170545,14254.63684752154070718602162523926,22,7357691.617525588156300692,718.519105138873432271,408555.3726706874886506707648234666,0.05552765648638122448429541129673317,10
1607126400,2020-12-05 00:00:00,617971.96367717377304459,60.13183016143089163982065889596404,34732.20113046804909593420758315967,28,7348453.578556384533390922,723.915615502607698634,430531.1987335268977479466859960587,0.05858800006437618958172337135748672,10
1607212800,2020-12-06 00:00:00,114334.546204187263820813,11.17856821416435000400226696449878,6670.176086380468484062328368472358,22,7442425.722927405228643205,721.865806144086185337,431031.1998679117539394796490157753,0.05791541842870685113296961209298653,10
1607299200,2020-12-07 00:00:00,371800.133889076054537744,36.77417484654859102543053982849313,21736.14014388417169093717024892997,28,8641789.810737590076306675,839.183369763071540965,490484.1927637939373077841179017833,0.05675724630033906780222421048986554,10
1607385600,2020-12-08 00:00:00,108028.087966600478172844,10.53591907863529339315733909067699,5971.883898392460811696900481374575,13,8615319.004102449656603629,846.355054074695590738,474171.5586751810194939580990982669,0.05503818935194269863797211280730089,10
1607472000,2020-12-09 00:00:00,129725.310542729864122165,12.75507892579101705728283852035375,7049.342897028822977073644790259177,22,8684507.607456177680712434,846.873244754600613564,486861.5417747079199216244688583723,0.05606092639687570677710930809894545,10
1607558400,2020-12-10 00:00:00,298733.93937387427673946,29.61002685068001743152903382417954,16587.51680203888957932071372584763,25,8293357.129155771025024218,830.5192046044497913119999999999998,466395.8014348732157882829797308571,0.05623727450434180836952756951229516,10
1607644800,2020-12-11 00:00:00,462748.537013109040546895,45.21114273445004669842964771317246,24790.0957396756832881246306145715,25,8418234.994368275186947086,816.638308276450777889,449101.192268588153545057408586419,0.05334861673130209386323632603515846,10
1607731200,2020-12-12 00:00:00,335759.180543021553203233,33.66792668251492291983625891589616,19094.45528930002906513453578913403,15,8321088.894662752728701524,829.562938304308125147,473363.2791034354843260514523621828,0.05688717968234378902711962914779628,10
1607817600,2020-12-13 00:00:00,92469.005267996253358834,9.223268801352464894705554126930038,5385.732921210065512111450656968533,19,8394575.571640276006213944,835.238920386658738904,492226.9977374408020370544496215706,0.05863631740958418193111442241396711,10
1607904000,2020-12-14 00:00:00,685704.381397140242840249,66.88336688057705191567313807559361,39060.49071954194733698522950703874,31,8582402.207685299899560618,832.711290230478522115,488230.383032658653615364036029564,0.05688738085421609246536948329006957,10
1607990400,2020-12-15 00:00:00,724292.333446374319078363,71.89378786181813450325366114019748,41958.77864721366450633143663407174,34,8474418.130522232723209916,845.105761554236828937,496979.1622829987487138895070989382,0.05864463549338373288627508688736426,10
1608076800,2020-12-16 00:00:00,456850.22338028878339823,46.92337643917937284339003018560702,28007.90954681763911114346773279322,19,8348808.380189900574167499,838.018590952226641725,532563.8357836278877678306324677156,0.06378920338467682994293290174655108,10
1608163200,2020-12-17 00:00:00,105222.095766063347467863,10.50697536050136461302864641584641,6800.63207409793026480087733907502,12,8370615.140903848050511769,837.3361140021584249259999999999998,535694.1707910562059442751727557351,0.06399698968040390058872307783397545,10
1608249600,2020-12-18 00:00:00,80891.811652451093555975,8.039747278197840374270396542830858,5195.083559770617656966916606233231,18,8419347.474556262852274841,835.454624580728089569,543756.5283412310636244598020929949,0.06458416521998807952600717771689732,10
1608336000,2020-12-19 00:00:00,92321.91728729853598629,9.025091535139013682248338810560578,5923.095740899859017784999288766467,14,8514924.179654309062629016,826.736945015256169604,547862.3241485372040955594463670668,0.06434142131971155735450740667024325,10
1608422400,2020-12-20 00:00:00,113885.911777448936184337,11.13459083537318258288460240409361,7216.872013382939035712173574885188,13,8467083.162064692001193659,832.284955530195150403,528248.3200942329969077269578463814,0.06238846483296144130470068291286847,10
1608508800,2020-12-21 00:00:00,5971302.256564402991612965,696.2169011152132286597769074811072,429099.1158270559886995778524581924,181,7197857.085929250799675856,894.6503037973522184720000000000003,551123.1954921265227044276867296234,0.07656767686725693689515740605520914,10
1608595200,2020-12-22 00:00:00,1990624.63267120328015919,233.3913888543163531945799630360747,144036.5668850409554471856034520195,72,7673856.513080083541005947,884.203284908567243253,557035.6177188725959776763716038576,0.07258874553744987806470049800222358,10
1608681600,2020-12-23 00:00:00,268565.317858277332146026,30.76299853002146223009403708593937,18769.8645792857813824296405136717,26,7739811.959569790471256566,893.2642703764469211909999999999999,527779.3828618948799834346664914531,0.06819020741315670891047924552935218,10
1608768000,2020-12-24 00:00:00,313936.190753313002210011,36.92099334433766350944556594405124,21686.00438994203968090471016488098,25,7755871.940610599745509439,898.5801535777699102499999999999997,549792.3761347534022761191570547574,0.07088724263947422395947790016863225,10
1608854400,2020-12-25 00:00:00,830331.262174573918462146,103.6797039058281142751164117228418,63514.62582573298372549761357194714,28,8093297.60816097548116107,961.8976902163644879240000000000002,601023.0043058677669781561224764071,0.07426181927374311315312611236620219,10
